nyr:,200
SLR (m), Pchng (cm), pi_0, N_d, SD, SE,min,max
0.000, 1.300, 0.4,  1.450,  1.279,  0.090,  0.000,  6.000
0.000, 1.300, 0.5,  1.315,  1.210,  0.086,  0.000,  6.000
0.020, 1.300, 0.1,  2.120,  1.489,  0.105,  0.000,  7.000
0.020, 1.300, 0.2,  1.905,  1.413,  0.100,  0.000,  7.000
0.020, 1.300, 0.3,  1.770,  1.374,  0.097,  0.000,  6.000
0.020, 1.300, 0.4,  1.630,  1.354,  0.096,  0.000,  6.000
0.020, 1.300, 0.5,  1.550,  1.321,  0.093,  0.000,  6.000
0.040, 1.300, 0.1,  2.370,  1.561,  0.110,  0.000,  7.000
0.040, 1.300, 0.2,  2.095,  1.462,  0.103,  0.000,  7.000
0.040, 1.300, 0.3,  1.965,  1.423,  0.101,  0.000,  7.000
0.040, 1.300, 0.4,  1.840,  1.380,  0.098,  0.000,  6.000
0.040, 1.300, 0.5,  1.770,  1.374,  0.097,  0.000,  6.000
0.060, 1.300, 0.1,  2.710,  1.718,  0.121,  0.000,  9.000
0.060, 1.300, 0.2,  2.340,  1.535,  0.109,  0.000,  7.000
0.060, 1.300, 0.3,  2.165,  1.469,  0.104,  0.000,  7.000
0.060, 1.300, 0.4,  2.050,  1.434,  0.101,  0.000,  7.000
0.060, 1.300, 0.5,  1.930,  1.380,  0.098,  0.000,  6.000
0.080, 1.300, 0.1,  3.020,  1.759,  0.124,  0.000,  9.000
0.080, 1.300, 0.2,  2.670,  1.678,  0.119,  0.000,  9.000
0.080, 1.300, 0.3,  2.430,  1.532,  0.108,  0.000,  7.000
0.080, 1.300, 0.4,  2.270,  1.499,  0.106,  0.000,  7.000
0.080, 1.300, 0.5,  2.140,  1.432,  0.101,  0.000,  7.000
0.100, 1.300, 0.1,  3.425,  1.945,  0.138,  0.000,  9.000
0.100, 1.300, 0.2,  3.005,  1.798,  0.127,  0.000,  9.000
0.100, 1.300, 0.3,  2.800,  1.745,  0.123,  0.000,  9.000
0.100, 1.300, 0.4,  2.570,  1.627,  0.115,  0.000,  8.000
0.100, 1.300, 0.5,  2.420,  1.570,  0.111,  0.000,  7.000
0.120, 1.300, 0.1,  3.860,  2.098,  0.148,  0.000, 10.000
0.120, 1.300, 0.2,  3.345,  1.974,  0.140,  0.000,  9.000
0.120, 1.300, 0.3,  3.095,  1.853,  0.131,  0.000,  9.000
0.120, 1.300, 0.4,  2.900,  1.827,  0.129,  0.000,  9.000
0.120, 1.300, 0.5,  2.720,  1.728,  0.122,  0.000,  9.000
0.140, 1.300, 0.1,  4.390,  2.307,  0.163,  0.000, 11.000
0.140, 1.300, 0.2,  3.785,  2.057,  0.145,  0.000, 10.000
0.140, 1.300, 0.3,  3.465,  1.987,  0.141,  0.000, 10.000
0.140, 1.300, 0.4,  3.215,  1.873,  0.132,  0.000,  9.000
0.140, 1.300, 0.5,  3.050,  1.837,  0.130,  0.000,  9.000
0.160, 1.300, 0.1,  5.015,  2.503,  0.177,  0.000, 11.000
0.160, 1.300, 0.2,  4.305,  2.278,  0.161,  0.000, 11.000
0.160, 1.300, 0.3,  3.910,  2.108,  0.149,  0.000, 10.000
0.160, 1.300, 0.4,  3.665,  2.023,  0.143,  0.000, 10.000
0.160, 1.300, 0.5,  3.375,  1.932,  0.137,  0.000,  9.000
0.180, 1.300, 0.1,  5.825,  2.663,  0.188,  0.000, 12.000
0.180, 1.300, 0.2,  4.955,  2.487,  0.176,  0.000, 11.000
0.180, 1.300, 0.3,  4.455,  2.329,  0.165,  0.000, 11.000
0.180, 1.300, 0.4,  4.075,  2.157,  0.153,  0.000, 10.000
0.180, 1.300, 0.5,  3.815,  2.045,  0.145,  0.000, 10.000
0.200, 1.300, 0.1,  6.720,  2.942,  0.208,  0.000, 13.000
0.200, 1.300, 0.2,  5.650,  2.625,  0.186,  0.000, 12.000
0.200, 1.300, 0.3,  5.095,  2.523,  0.178,  0.000, 11.000
0.200, 1.300, 0.4,  4.625,  2.382,  0.168,  0.000, 11.000
0.200, 1.300, 0.5,  4.310,  2.263,  0.160,  0.000, 11.000
0.220, 1.300, 0.1,  8.035,  3.097,  0.219,  1.000, 15.000
0.220, 1.300, 0.2,  6.560,  2.903,  0.205,  0.000, 13.000
0.220, 1.300, 0.3,  5.840,  2.680,  0.189,  0.000, 12.000
0.220, 1.300, 0.4,  5.340,  2.584,  0.183,  0.000, 11.000
0.220, 1.300, 0.5,  4.915,  2.482,  0.175,  0.000, 11.000
0.240, 1.300, 0.1,  9.365,  3.309,  0.234,  1.000, 18.000
0.240, 1.300, 0.2,  7.705,  3.081,  0.218,  0.000, 15.000
0.240, 1.300, 0.3,  6.730,  2.943,  0.208,  0.000, 13.000
0.240, 1.300, 0.4,  6.130,  2.800,  0.198,  0.000, 13.000
0.240, 1.300, 0.5,  5.610,  2.661,  0.188,  0.000, 12.000
0.260, 1.300, 0.1, 11.115,  3.682,  0.260,  3.000, 22.000
0.260, 1.300, 0.2,  9.050,  3.262,  0.231,  1.000, 17.000
0.260, 1.300, 0.3,  7.970,  3.140,  0.222,  1.000, 15.000
0.260, 1.300, 0.4,  7.110,  2.967,  0.210,  0.000, 14.000
0.260, 1.300, 0.5,  6.480,  2.911,  0.206,  0.000, 13.000
0.280, 1.300, 0.1, 13.010,  3.953,  0.280,  4.000, 23.000
0.280, 1.300, 0.2, 10.655,  3.661,  0.259,  3.000, 22.000
0.280, 1.300, 0.3,  9.245,  3.345,  0.237,  1.000, 18.000
0.280, 1.300, 0.4,  8.375,  3.163,  0.224,  1.000, 16.000
0.280, 1.300, 0.5,  7.530,  3.117,  0.220,  0.000, 15.000
0.300, 1.300, 0.1, 15.770,  4.243,  0.300,  7.000, 28.000
0.300, 1.300, 0.2, 12.445,  3.809,  0.269,  4.000, 23.000
0.300, 1.300, 0.3, 10.930,  3.687,  0.261,  3.000, 22.000
0.300, 1.300, 0.4,  9.700,  3.423,  0.242,  1.000, 18.000
0.300, 1.300, 0.5,  8.820,  3.212,  0.227,  1.000, 17.000
0.320, 1.300, 0.1, 18.760,  4.454,  0.315,  9.000, 32.000
0.320, 1.300, 0.2, 15.050,  4.154,  0.294,  5.000, 27.000
0.320, 1.300, 0.3, 12.790,  3.846,  0.272,  4.000, 23.000
0.320, 1.300, 0.4, 11.420,  3.668,  0.259,  4.000, 22.000
0.320, 1.300, 0.5, 10.390,  3.606,  0.255,  3.000, 22.000
0.340, 1.300, 0.1, 21.995,  4.769,  0.337, 12.000, 37.000
0.340, 1.300, 0.2, 17.895,  4.470,  0.316,  7.000, 30.000
0.340, 1.300, 0.3, 15.510,  4.279,  0.303,  6.000, 28.000
0.340, 1.300, 0.4, 13.545,  3.940,  0.279,  4.000, 23.000
0.340, 1.300, 0.5, 12.070,  3.673,  0.260,  4.000, 22.000
0.360, 1.300, 0.1, 25.930,  5.476,  0.387, 14.000, 42.000
0.360, 1.300, 0.2, 21.140,  4.719,  0.334, 11.000, 34.000
0.360, 1.300, 0.3, 18.395,  4.475,  0.316,  8.000, 31.000
0.360, 1.300, 0.4, 16.290,  4.289,  0.303,  7.000, 30.000
0.360, 1.300, 0.5, 14.470,  4.065,  0.287,  5.000, 26.000
0.380, 1.300, 0.1, 30.665,  5.860,  0.414, 15.000, 48.000
0.380, 1.300, 0.2, 24.780,  5.226,  0.370, 14.000, 42.000
0.380, 1.300, 0.3, 21.655,  4.794,  0.339, 11.000, 37.000
0.380, 1.300, 0.4, 19.375,  4.586,  0.324,  9.000, 33.000
0.380, 1.300, 0.5, 17.385,  4.501,  0.318,  7.000, 30.000
0.400, 1.300, 0.1, 35.685,  6.214,  0.439, 20.000, 55.000
0.400, 1.300, 0.2, 29.260,  5.729,  0.405, 15.000, 45.000
0.400, 1.300, 0.3, 25.485,  5.341,  0.378, 14.000, 42.000
0.400, 1.300, 0.4, 22.850,  4.889,  0.346, 12.000, 38.000
0.400, 1.300, 0.5, 20.530,  4.658,  0.329, 11.000, 34.000
0.420, 1.300, 0.1, 41.000,  6.482,  0.458, 25.000, 62.000
0.420, 1.300, 0.2, 34.285,  6.166,  0.436, 20.000, 52.000
0.420, 1.300, 0.3, 30.105,  5.803,  0.410, 15.000, 45.000
0.420, 1.300, 0.4, 26.825,  5.573,  0.394, 14.000, 43.000
0.420, 1.300, 0.5, 24.055,  5.071,  0.359, 12.000, 38.000
0.440, 1.300, 0.1, 46.935,  6.867,  0.486, 30.000, 67.000
0.440, 1.300, 0.2, 39.505,  6.462,  0.457, 24.000, 61.000
0.440, 1.300, 0.3, 35.060,  6.207,  0.439, 20.000, 55.000
0.440, 1.300, 0.4, 31.535,  5.933,  0.420, 16.000, 49.000
0.440, 1.300, 0.5, 28.475,  5.639,  0.399, 14.000, 45.000
0.460, 1.300, 0.1, 53.245,  7.354,  0.520, 36.000, 72.000
0.460, 1.300, 0.2, 45.345,  6.652,  0.470, 29.000, 67.000
0.460, 1.300, 0.3, 40.345,  6.426,  0.454, 24.000, 61.000
0.460, 1.300, 0.4, 36.595,  6.289,  0.445, 21.000, 55.000
0.460, 1.300, 0.5, 33.340,  6.133,  0.434, 19.000, 50.000
0.480, 1.300, 0.1, 60.280,  8.056,  0.570, 40.000, 82.000
0.480, 1.300, 0.2, 51.490,  7.239,  0.512, 35.000, 70.000
0.480, 1.300, 0.3, 46.170,  6.715,  0.475, 30.000, 67.000
0.480, 1.300, 0.4, 42.200,  6.559,  0.464, 26.000, 64.000
0.480, 1.300, 0.5, 38.685,  6.441,  0.455, 23.000, 59.000
0.500, 1.300, 0.1, 67.545,  8.612,  0.609, 49.000, 95.000
0.500, 1.300, 0.2, 58.425,  7.903,  0.559, 40.000, 80.000
0.500, 1.300, 0.3, 52.510,  7.318,  0.517, 36.000, 71.000
0.500, 1.300, 0.4, 48.180,  6.818,  0.482, 32.000, 67.000
0.500, 1.300, 0.5, 44.360,  6.601,  0.467, 27.000, 65.000
0.000, 1.350, 0.1,  1.970,  1.407,  0.099,  0.000,  7.000
0.000, 1.350, 0.2,  1.760,  1.357,  0.096,  0.000,  6.000
0.000, 1.350, 0.3,  1.630,  1.346,  0.095,  0.000,  6.000
0.000, 1.350, 0.4,  1.515,  1.311,  0.093,  0.000,  6.000
0.000, 1.350, 0.5,  1.410,  1.261,  0.089,  0.000,  6.000
0.020, 1.350, 0.1,  2.235,  1.537,  0.109,  0.000,  7.000
0.020, 1.350, 0.2,  1.985,  1.419,  0.100,  0.000,  7.000
0.020, 1.350, 0.3,  1.835,  1.370,  0.097,  0.000,  6.000
0.020, 1.350, 0.4,  1.750,  1.370,  0.097,  0.000,  6.000
0.020, 1.350, 0.5,  1.610,  1.348,  0.095,  0.000,  6.000
0.040, 1.350, 0.1,  2.495,  1.678,  0.119,  0.000,  8.000
0.040, 1.350, 0.2,  2.200,  1.500,  0.106,  0.000,  7.000
0.040, 1.350, 0.3,  2.050,  1.438,  0.102,  0.000,  7.000
0.040, 1.350, 0.4,  1.925,  1.396,  0.099,  0.000,  6.000
0.040, 1.350, 0.5,  1.825,  1.380,  0.098,  0.000,  6.000
0.060, 1.350, 0.1,  2.825,  1.749,  0.124,  0.000,  9.000
0.060, 1.350, 0.2,  2.460,  1.559,  0.110,  0.000,  7.000
0.060, 1.350, 0.3,  2.290,  1.516,  0.107,  0.000,  7.000
0.060, 1.350, 0.4,  2.110,  1.431,  0.101,  0.000,  7.000
0.060, 1.350, 0.5,  2.025,  1.430,  0.101,  0.000,  7.000
0.080, 1.350, 0.1,  3.165,  1.818,  0.129,  0.000,  9.000
0.080, 1.350, 0.2,  2.805,  1.730,  0.122,  0.000,  9.000
0.080, 1.350, 0.3,  2.565,  1.603,  0.113,  0.000,  8.000
0.080, 1.350, 0.4,  2.375,  1.519,  0.107,  0.000,  7.000
0.080, 1.350, 0.5,  2.230,  1.462,  0.103,  0.000,  7.000
0.100, 1.350, 0.1,  3.610,  1.954,  0.138,  0.000, 10.000
0.100, 1.350, 0.2,  3.140,  1.810,  0.128,  0.000,  9.000
0.100, 1.350, 0.3,  2.890,  1.782,  0.126,  0.000,  9.000
0.100, 1.350, 0.4,  2.705,  1.704,  0.120,  0.000,  9.000
0.100, 1.350, 0.5,  2.515,  1.566,  0.111,  0.000,  7.000
0.120, 1.350, 0.1,  4.080,  2.170,  0.153,  0.000, 10.000
0.120, 1.350, 0.2,  3.590,  1.973,  0.139,  0.000, 10.000
0.120, 1.350, 0.3,  3.220,  1.865,  0.132,  0.000,  9.000
0.120, 1.350, 0.4,  3.025,  1.825,  0.129,  0.000,  9.000
0.120, 1.350, 0.5,  2.865,  1.798,  0.127,  0.000,  9.000
0.140, 1.350, 0.1,  4.645,  2.366,  0.167,  0.000, 11.000
0.140, 1.350, 0.2,  3.980,  2.122,  0.150,  0.000, 10.000
0.140, 1.350, 0.3,  3.680,  2.019,  0.143,  0.000, 10.000
0.140, 1.350, 0.4,  3.380,  1.925,  0.136,  0.000,  9.000
0.140, 1.350, 0.5,  3.190,  1.855,  0.131,  0.000,  9.000
0.160, 1.350, 0.1,  5.350,  2.579,  0.182,  0.000, 12.000
0.160, 1.350, 0.2,  4.555,  2.331,  0.165,  0.000, 11.000
0.160, 1.350, 0.3,  4.120,  2.170,  0.153,  0.000, 10.000
0.160, 1.350, 0.4,  3.815,  2.057,  0.145,  0.000, 10.000
0.160, 1.350, 0.5,  3.585,  1.998,  0.141,  0.000, 10.000
0.180, 1.350, 0.1,  6.230,  2.814,  0.199,  0.000, 13.000
0.180, 1.350, 0.2,  5.255,  2.514,  0.178,  0.000, 11.000
0.180, 1.350, 0.3,  4.715,  2.365,  0.167,  0.000, 11.000
0.180, 1.350, 0.4,  4.350,  2.248,  0.159,  0.000, 11.000
0.180, 1.350, 0.5,  4.050,  2.112,  0.149,  0.000, 10.000
0.200, 1.350, 0.1,  7.310,  3.017,  0.213,  0.000, 15.000
0.200, 1.350, 0.2,  6.085,  2.754,  0.195,  0.000, 12.000
0.200, 1.350, 0.3,  5.415,  2.592,  0.183,  0.000, 12.000
0.200, 1.350, 0.4,  4.960,  2.431,  0.172,  0.000, 11.000
0.200, 1.350, 0.5,  4.600,  2.336,  0.165,  0.000, 11.000
0.220, 1.350, 0.1,  8.760,  3.238,  0.229,  1.000, 17.000
0.220, 1.350, 0.2,  7.055,  2.935,  0.208,  0.000, 14.000
0.220, 1.350, 0.3,  6.285,  2.838,  0.201,  0.000, 13.000
0.220, 1.350, 0.4,  5.680,  2.675,  0.189,  0.000, 12.000
0.220, 1.350, 0.5,  5.265,  2.559,  0.181,  0.000, 11.000
0.240, 1.350, 0.1, 10.290,  3.500,  0.247,  3.000, 21.000
0.240, 1.350, 0.2,  8.430,  3.173,  0.224,  1.000, 16.000
0.240, 1.350, 0.3,  7.300,  2.987,  0.211,  0.000, 14.000
0.240, 1.350, 0.4,  6.580,  2.882,  0.204,  0.000, 14.000
0.240, 1.350, 0.5,  6.025,  2.730,  0.193,  0.000, 12.000
0.260, 1.350, 0.1, 12.065,  3.716,  0.263,  4.000, 22.000
0.260, 1.350, 0.2,  9.825,  3.430,  0.243,  1.000, 18.000
0.260, 1.350, 0.3,  8.670,  3.247,  0.230,  1.000, 16.000
0.260, 1.350, 0.4,  7.680,  3.107,  0.220,  0.000, 15.000
0.260, 1.350, 0.5,  6.920,  3.005,  0.212,  0.000, 14.000
0.280, 1.350, 0.1, 14.360,  3.970,  0.281,  5.000, 24.000
0.280, 1.350, 0.2, 11.585,  3.667,  0.259,  3.000, 22.000
0.280, 1.350, 0.3, 10.105,  3.496,  0.247,  3.000, 20.000
0.280, 1.350, 0.4,  9.140,  3.314,  0.234,  1.000, 17.000
0.280, 1.350, 0.5,  8.205,  3.164,  0.224,  1.000, 15.000
0.300, 1.350, 0.1, 17.340,  4.463,  0.316,  8.000, 30.000
0.300, 1.350, 0.2, 13.705,  3.987,  0.282,  4.000, 24.000
0.300, 1.350, 0.3, 11.895,  3.691,  0.261,  4.000, 22.000
0.300, 1.350, 0.4, 10.685,  3.618,  0.256,  3.000, 22.000
0.300, 1.350, 0.5,  9.575,  3.356,  0.237,  1.000, 18.000
0.320, 1.350, 0.1, 20.480,  4.656,  0.329, 11.000, 33.000
0.320, 1.350, 0.2, 16.535,  4.254,  0.301,  8.000, 29.000
0.320, 1.350, 0.3, 14.150,  3.958,  0.280,  5.000, 24.000
0.320, 1.350, 0.4, 12.465,  3.736,  0.264,  4.000, 22.000
0.320, 1.350, 0.5, 11.310,  3.698,  0.261,  3.000, 22.000
0.340, 1.350, 0.1, 24.235,  5.027,  0.355, 13.000, 39.000
0.340, 1.350, 0.2, 19.695,  4.636,  0.328,  9.000, 33.000
0.340, 1.350, 0.3, 17.005,  4.380,  0.310,  8.000, 30.000
0.340, 1.350, 0.4, 14.935,  4.114,  0.291,  5.000, 26.000
0.340, 1.350, 0.5, 13.260,  3.951,  0.279,  4.000, 23.000
0.360, 1.350, 0.1, 28.680,  5.627,  0.398, 17.000, 45.000
0.360, 1.350, 0.2, 23.240,  4.929,  0.349, 13.000, 38.000
0.360, 1.350, 0.3, 20.200,  4.648,  0.329,  9.000, 33.000
0.360, 1.350, 0.4, 17.945,  4.565,  0.323,  8.000, 31.000
0.360, 1.350, 0.5, 16.100,  4.286,  0.303,  7.000, 28.000
0.380, 1.350, 0.1, 33.815,  6.142,  0.434, 20.000, 51.000
0.380, 1.350, 0.2, 27.435,  5.597,  0.396, 15.000, 44.000
0.380, 1.350, 0.3, 23.830,  4.990,  0.353, 13.000, 39.000
0.380, 1.350, 0.4, 21.255,  4.732,  0.335, 11.000, 35.000
0.380, 1.350, 0.5, 19.135,  4.513,  0.319,  9.000, 32.000
0.400, 1.350, 0.1, 39.455,  6.515,  0.461, 24.000, 61.000
0.400, 1.350, 0.2, 32.340,  5.978,  0.423, 19.000, 50.000
0.400, 1.350, 0.3, 28.150,  5.617,  0.397, 16.000, 44.000
0.400, 1.350, 0.4, 24.940,  5.154,  0.364, 14.000, 40.000
0.400, 1.350, 0.5, 22.550,  4.888,  0.346, 12.000, 38.000
0.420, 1.350, 0.1, 45.455,  6.644,  0.470, 28.000, 67.000
0.420, 1.350, 0.2, 37.820,  6.414,  0.454, 21.000, 58.000
0.420, 1.350, 0.3, 33.125,  6.046,  0.428, 19.000, 51.000
0.420, 1.350, 0.4, 29.610,  5.694,  0.403, 17.000, 46.000
0.420, 1.350, 0.5, 26.605,  5.484,  0.388, 15.000, 43.000
0.440, 1.350, 0.1, 52.080,  7.111,  0.503, 35.000, 73.000
0.440, 1.350, 0.2, 43.760,  6.644,  0.470, 28.000, 66.000
0.440, 1.350, 0.3, 38.725,  6.544,  0.463, 22.000, 59.000
0.440, 1.350, 0.4, 34.840,  6.263,  0.443, 20.000, 54.000
0.440, 1.350, 0.5, 31.580,  5.893,  0.417, 19.000, 50.000
0.460, 1.350, 0.1, 59.165,  7.901,  0.559, 42.000, 81.000
0.460, 1.350, 0.2, 50.310,  6.947,  0.491, 33.000, 71.000
0.460, 1.350, 0.3, 44.770,  6.578,  0.465, 28.000, 67.000
0.460, 1.350, 0.4, 40.570,  6.553,  0.463, 25.000, 62.000
0.460, 1.350, 0.5, 36.955,  6.315,  0.447, 20.000, 58.000
0.480, 1.350, 0.1, 66.795,  8.328,  0.589, 46.000, 92.000
0.480, 1.350, 0.2, 57.250,  7.705,  0.545, 41.000, 79.000
0.480, 1.350, 0.3, 51.320,  7.003,  0.495, 34.000, 72.000
0.480, 1.350, 0.4, 46.845,  6.719,  0.475, 31.000, 70.000
0.480, 1.350, 0.5, 42.765,  6.621,  0.468, 27.000, 65.000
0.500, 1.350, 0.1, 74.650,  8.696,  0.615, 56.000, 103.000
0.500, 1.350, 0.2, 64.785,  8.223,  0.581, 45.000, 88.000
0.500, 1.350, 0.3, 58.350,  7.838,  0.554, 42.000, 81.000
0.500, 1.350, 0.4, 53.375,  7.330,  0.518, 37.000, 75.000
0.500, 1.350, 0.5, 49.185,  6.963,  0.492, 32.000, 71.000
0.000, 1.400, 0.1,  2.035,  1.444,  0.102,  0.000,  7.000
0.000, 1.400, 0.2,  1.825,  1.361,  0.096,  0.000,  6.000
0.000, 1.400, 0.3,  1.710,  1.355,  0.096,  0.000,  6.000
0.000, 1.400, 0.4,  1.570,  1.336,  0.094,  0.000,  6.000
0.000, 1.400, 0.5,  1.485,  1.272,  0.090,  0.000,  6.000
0.020, 1.400, 0.1,  2.315,  1.545,  0.109,  0.000,  7.000
0.020, 1.400, 0.2,  2.040,  1.431,  0.101,  0.000,  7.000
0.020, 1.400, 0.3,  1.910,  1.411,  0.100,  0.000,  7.000
0.020, 1.400, 0.4,  1.790,  1.373,  0.097,  0.000,  6.000
0.020, 1.400, 0.5,  1.690,  1.369,  0.097,  0.000,  6.000
0.040, 1.400, 0.1,  2.645,  1.710,  0.121,  0.000,  9.000
0.040, 1.400, 0.2,  2.300,  1.537,  0.109,  0.000,  7.000
0.040, 1.400, 0.3,  2.105,  1.454,  0.103,  0.000,  7.000
0.040, 1.400, 0.4,  2.005,  1.434,  0.101,  0.000,  7.000
0.040, 1.400, 0.5,  1.875,  1.374,  0.097,  0.000,  6.000
0.060, 1.400, 0.1,  2.960,  1.767,  0.125,  0.000,  9.000
0.060, 1.400, 0.2,  2.595,  1.663,  0.118,  0.000,  8.000
0.060, 1.400, 0.3,  2.360,  1.530,  0.108,  0.000,  7.000
0.060, 1.400, 0.4,  2.215,  1.476,  0.104,  0.000,  7.000
0.060, 1.400, 0.5,  2.080,  1.430,  0.101,  0.000,  7.000
0.080, 1.400, 0.1,  3.340,  1.882,  0.133,  0.000,  9.000
0.080, 1.400, 0.2,  2.930,  1.747,  0.123,  0.000,  9.000
0.080, 1.400, 0.3,  2.690,  1.670,  0.118,  0.000,  9.000
0.080, 1.400, 0.4,  2.490,  1.534,  0.108,  0.000,  7.000
0.080, 1.400, 0.5,  2.355,  1.517,  0.107,  0.000,  7.000
0.100, 1.400, 0.1,  3.835,  2.027,  0.143,  0.000, 10.000
0.100, 1.400, 0.2,  3.305,  1.884,  0.133,  0.000,  9.000
0.100, 1.400, 0.3,  3.045,  1.803,  0.127,  0.000,  9.000
0.100, 1.400, 0.4,  2.855,  1.758,  0.124,  0.000,  9.000
0.100, 1.400, 0.5,  2.655,  1.697,  0.120,  0.000,  9.000
0.120, 1.400, 0.1,  4.355,  2.277,  0.161,  0.000, 11.000
0.120, 1.400, 0.2,  3.750,  2.024,  0.143,  0.000, 10.000
0.120, 1.400, 0.3,  3.405,  1.975,  0.140,  0.000,  9.000
0.120, 1.400, 0.4,  3.180,  1.840,  0.130,  0.000,  9.000
0.120, 1.400, 0.5,  2.985,  1.831,  0.129,  0.000,  9.000
0.140, 1.400, 0.1,  4.995,  2.497,  0.177,  0.000, 11.000
0.140, 1.400, 0.2,  4.275,  2.242,  0.159,  0.000, 11.000
0.140, 1.400, 0.3,  3.875,  2.057,  0.145,  0.000, 10.000
0.140, 1.400, 0.4,  3.595,  2.013,  0.142,  0.000, 10.000
0.140, 1.400, 0.5,  3.345,  1.912,  0.135,  0.000,  9.000
0.160, 1.400, 0.1,  5.775,  2.634,  0.186,  0.000, 13.000
0.160, 1.400, 0.2,  4.865,  2.418,  0.171,  0.000, 11.000
0.160, 1.400, 0.3,  4.410,  2.275,  0.161,  0.000, 11.000
0.160, 1.400, 0.4,  4.055,  2.134,  0.151,  0.000, 10.000
0.160, 1.400, 0.5,  3.790,  2.049,  0.145,  0.000, 10.000
0.180, 1.400, 0.1,  6.740,  2.913,  0.206,  0.000, 13.000
0.180, 1.400, 0.2,  5.650,  2.658,  0.188,  0.000, 13.000
0.180, 1.400, 0.3,  5.075,  2.490,  0.176,  0.000, 11.000
0.180, 1.400, 0.4,  4.635,  2.319,  0.164,  0.000, 11.000
0.180, 1.400, 0.5,  4.285,  2.190,  0.155,  0.000, 10.000
0.200, 1.400, 0.1,  7.995,  3.142,  0.222,  1.000, 16.000
0.200, 1.400, 0.2,  6.550,  2.896,  0.205,  0.000, 13.000
0.200, 1.400, 0.3,  5.810,  2.681,  0.190,  0.000, 13.000
0.200, 1.400, 0.4,  5.300,  2.558,  0.181,  0.000, 12.000
0.200, 1.400, 0.5,  4.855,  2.415,  0.171,  0.000, 11.000
0.220, 1.400, 0.1,  9.495,  3.351,  0.237,  1.000, 18.000
0.220, 1.400, 0.2,  7.700,  3.105,  0.220,  0.000, 15.000
0.220, 1.400, 0.3,  6.750,  2.938,  0.208,  0.000, 13.000
0.220, 1.400, 0.4,  6.140,  2.766,  0.196,  0.000, 13.000
0.220, 1.400, 0.5,  5.600,  2.666,  0.188,  0.000, 13.000
0.240, 1.400, 0.1, 11.275,  3.697,  0.261,  3.000, 22.000
0.240, 1.400, 0.2,  9.135,  3.251,  0.230,  1.000, 17.000
0.240, 1.400, 0.3,  7.940,  3.123,  0.221,  0.000, 15.000
0.240, 1.400, 0.4,  7.060,  3.007,  0.213,  0.000, 14.000
0.240, 1.400, 0.5,  6.450,  2.898,  0.205,  0.000, 13.000
0.260, 1.400, 0.1, 13.235,  3.905,  0.276,  4.000, 23.000
0.260, 1.400, 0.2, 10.820,  3.643,  0.258,  3.000, 22.000
0.260, 1.400, 0.3,  9.415,  3.330,  0.235,  1.000, 17.000
0.260, 1.400, 0.4,  8.425,  3.193,  0.226,  1.000, 16.000
0.260, 1.400, 0.5,  7.545,  3.085,  0.218,  0.000, 15.000
0.280, 1.400, 0.1, 16.045,  4.309,  0.305,  6.000, 28.000
0.280, 1.400, 0.2, 12.610,  3.781,  0.267,  4.000, 23.000
0.280, 1.400, 0.3, 11.090,  3.699,  0.262,  3.000, 22.000
0.280, 1.400, 0.4,  9.820,  3.411,  0.241,  1.000, 18.000
0.280, 1.400, 0.5,  8.950,  3.288,  0.233,  1.000, 17.000
0.300, 1.400, 0.1, 19.175,  4.516,  0.319,  9.000, 31.000
0.300, 1.400, 0.2, 15.195,  4.178,  0.295,  5.000, 27.000
0.300, 1.400, 0.3, 13.000,  3.887,  0.275,  4.000, 24.000
0.300, 1.400, 0.4, 11.645,  3.737,  0.264,  3.000, 22.000
0.300, 1.400, 0.5, 10.485,  3.553,  0.251,  3.000, 21.000
0.320, 1.400, 0.1, 22.705,  4.930,  0.349, 13.000, 36.000
0.320, 1.400, 0.2, 18.280,  4.572,  0.323,  9.000, 31.000
0.320, 1.400, 0.3, 15.765,  4.272,  0.302,  5.000, 28.000
0.320, 1.400, 0.4, 13.700,  4.062,  0.287,  4.000, 24.000
0.320, 1.400, 0.5, 12.285,  3.764,  0.266,  4.000, 22.000
0.340, 1.400, 0.1, 26.765,  5.382,  0.381, 15.000, 44.000
0.340, 1.400, 0.2, 21.670,  4.780,  0.338, 12.000, 35.000
0.340, 1.400, 0.3, 18.805,  4.523,  0.320,  9.000, 31.000
0.340, 1.400, 0.4, 16.660,  4.345,  0.307,  7.000, 29.000
0.340, 1.400, 0.5, 14.695,  4.058,  0.287,  5.000, 25.000
0.360, 1.400, 0.1, 31.795,  5.940,  0.420, 20.000, 47.000
0.360, 1.400, 0.2, 25.490,  5.184,  0.367, 14.000, 40.000
0.360, 1.400, 0.3, 22.325,  4.872,  0.345, 12.000, 35.000
0.360, 1.400, 0.4, 19.840,  4.537,  0.321, 10.000, 33.000
0.360, 1.400, 0.5, 17.720,  4.467,  0.316,  9.000, 31.000
0.380, 1.400, 0.1, 37.340,  6.334,  0.448, 22.000, 57.000
0.380, 1.400, 0.2, 30.350,  5.770,  0.408, 18.000, 46.000
0.380, 1.400, 0.3, 26.260,  5.306,  0.375, 15.000, 44.000
0.380, 1.400, 0.4, 23.435,  4.924,  0.348, 13.000, 38.000
0.380, 1.400, 0.5, 20.970,  4.717,  0.334, 11.000, 34.000
